id,title_en,title_ja,description_en,description_ja,location,area,category_id,url,notes_ja,notes_en,duration_hours
00000000-0000-0000-0000-000000000063,AGNET by SHIBUYA109 – CROSSING VIEW,MAGNET by SHIBUYA109 – クロッシングビュー,Rooftop deck with a direct view of Shibuya Crossing. Small fee applies.,スクランブル交差点を真正面から見下ろせる屋上展望台。フォトスポットとして人気。,渋谷,渋谷区,00000000-0000-0000-0000-000000000012,https://www.shibuya109.jp/,有料（¥300程度）、混雑時あり。夕方〜夜の眺めもおすすめ。,"Paid (around ¥300), can be crowded. Evening to night views also recommended.",1
00000000-0000-0000-0000-000000000064,tarbucks Shibuya Tsutaya,スターバックス渋谷TSUTAYA,Popular Starbucks with large windows facing the crossing.,渋谷スクランブル交差点が窓から見えるスターバックス。観光客に人気の映えスポット。,渋谷,渋谷区,00000000-0000-0000-0000-000000000012,https://www.starbucks.co.jp/,席取り困難。運よく窓際席が取れれば交差点ビューをゆっくり楽しめる。,"Hard to get seats. If you're lucky to get a window seat, you can enjoy the crossing view leisurely.",2
00000000-0000-0000-0000-000000000065,hibuya Excel Hotel Tokyu – Lobby,渋谷エクセルホテル東急 ロビー,Hotel lobby and bar area with window views of the crossing.,ロビーやバーから交差点を見下ろせるホテル。宿泊しなくても利用可能なカフェも。,渋谷,渋谷区,00000000-0000-0000-0000-000000000012,https://www.tokyuhotels.co.jp/shibuya-e/,静かに交差点を眺めたい人におすすめ。宿泊での利用も人気。,Recommended for those who want to quietly view the crossing. Popular for overnight stays.,2
00000000-0000-0000-0000-000000000066,ew York Grill (Park Hyatt),ニューヨークグリル（パークハイアット）,"High-rise dining with skyline views, featured in ""Lost in Translation"".",映画でも有名な新宿上空の夜景が楽しめるラグジュアリーレストラン。,新宿,新宿区,00000000-0000-0000-0000-000000000012,https://www.hyatt.com/,ドレスコードあり。記念日やデート向き。,Dress code required. Good for anniversaries and dates.,3
00000000-0000-0000-0000-000000000067,estaurant Luke with Sky Lounge,レストラン ルーク ウィズ スカイラウンジ,Modern dining with Tokyo Tower and Skytree views from 47th floor.,東京タワーとスカイツリーを一望できる47階からの絶景レストラン。,築地,中央区,00000000-0000-0000-0000-000000000012,https://restaurant-luke.com/,結婚式やイベント利用も多め。晴れた日のランチも◎。,Popular for weddings and events. Great for lunch on sunny days.,3
00000000-0000-0000-0000-000000000068,he Sky (Hotel New Otani),ザ・スカイ（ホテルニューオータニ）,Rotating buffet with 360° panoramic views of Tokyo.,東京を一望できる回転レストランでのビュッフェ。,赤坂・紀尾井町,港区,00000000-0000-0000-0000-000000000012,https://www.newotani.co.jp/,子連れにも人気。ビュッフェ形式で好きなものを選べる。,Popular with families. Buffet style lets you choose what you like.,2
00000000-0000-0000-0000-000000000069,eppanyaki Ten (Shinjuku NS Bldg),鉄板焼 天（新宿NSビル）,Teppanyaki dining with city views from the 29th floor.,29階からの夜景と共に鉄板焼が楽しめる。接客の評判も高い。,新宿,新宿区,00000000-0000-0000-0000-000000000012,https://www.tokyuhotels.co.jp/,お祝い利用にも最適。ドレスコードはないがきれいめが無難。,Perfect for celebrations. No dress code but smart casual recommended.,2
00000000-0000-0000-0000-000000000070,ky Restaurant 634 (Musashi),スカイレストラン634（むさし）,Fine dining inside Tokyo Skytree with French-Japanese fusion cuisine.,スカイツリー内の高級ダイニング。和フレンチで特別な体験を提供。,墨田区,墨田区,00000000-0000-0000-0000-000000000012,https://www.tokyo-skytree.jp/restaurant/,小学生以上推奨。予約必須。ランチも夜も美景。,Recommended for elementary school students and above. Reservations required. Beautiful views for lunch and dinner.,3
00000000-0000-0000-0000-000000000071,bientot (Shibuya Excel Hotel),アビエント（渋谷エクセルホテル）,Modern French dining overlooking Shibuya Crossing.,渋谷交差点を眼下に望める穴場的レストラン。アクセスも抜群。,渋谷,渋谷区,00000000-0000-0000-0000-000000000012,https://www.tokyuhotels.co.jp/shibuya-e/restaurant/,子連れランチにも、記念日にも◎。窓際席予約推奨。,Great for family lunches and anniversaries. Window seat reservations recommended.,2
00000000-0000-0000-0000-000000000072,ky Lounge Stellar Garden (Prince Park Tower),スカイラウンジ ステラガーデン,"Tokyo Tower right outside the window, best enjoyed with cocktails.",東京タワーを間近に感じられる幻想的な夜景ラウンジ。,芝公園,港区,00000000-0000-0000-0000-000000000012,https://www.princehotels.co.jp/parktower/,子連れはランチ帯か、個室プランでの利用がよい。,"For families, lunch time or private room plans are recommended.",2
00000000-0000-0000-0000-000000000073,anayashiki Panda Car,浅草花やしき・パンダカー観覧車,Small nostalgic Ferris wheel in Japan's oldest amusement park.,日本最古の遊園地「花やしき」にあるレトロな小型観覧車。,浅草,台東区,00000000-0000-0000-0000-000000000012,https://www.hanayashiki.net/,高さは控えめだが、下町ビューと雰囲気が魅力,Height is modest but the downtown view and atmosphere are appealing,1
00000000-0000-0000-0000-000000000074,asai Rinkai Park Ferris Wheel,葛西臨海公園ダイヤと花の大観覧車,One of Japan's largest Ferris wheels with views of Tokyo Bay and Disney.,ディズニーリゾート・スカイツリー・富士山も見える大型観覧車。,江戸川区,江戸川区,00000000-0000-0000-0000-000000000012,https://www.tokyo-park.or.jp/park/format/facilities026.html,1周17分、夜景＆イルミネーションも◎,"17 minutes per rotation, night views and illuminations also great",1
00000000-0000-0000-0000-000000000075,okohama Cosmo Clock 21,コスモクロック21（横浜）,Landmark Ferris wheel with LED clock and bay views in Minato Mirai.,みなとみらいのシンボル。観覧車に時計がついており、夜景も絶景。,横浜,横浜市,00000000-0000-0000-0000-000000000012,https://www.yokohama-landmark.jp/web/cosmo/,東京から日帰りで行ける。カップルにも人気。,Accessible as a day trip from Tokyo. Popular with couples.,1
00000000-0000-0000-0000-000000000076,hibuya Scramble Square,渋谷スクランブルスクエア,"High-rise shopping complex with fashion, gourmet, and panoramic views.",ファッションやグルメが揃う大型複合施設。展望台「渋谷スカイ」も人気。,渋谷,渋谷区,00000000-0000-0000-0000-000000000010,https://www.shibuya-scramble-square.com/,展望台目的でも訪問価値あり。,Worth visiting even just for the observatory.,4
00000000-0000-0000-0000-000000000077,on Quijote Shibuya,ドン・キホーテ 渋谷店,Popular discount store chain offering everything from snacks to cosmetics.,雑貨から化粧品まで何でも揃う激安ショップ。観光客にも大人気。,渋谷,渋谷区,00000000-0000-0000-0000-000000000010,https://www.donki.com/,免税対応・24時間営業,"Tax-free service, 24-hour operation",2
00000000-0000-0000-0000-000000000078,aiso Harajuku,ダイソー 原宿店,100-yen shop offering a wide range of household goods and cute items.,見た目もかわいいアイテムが揃う100円ショップ。原宿らしい品揃え。,原宿,渋谷区,00000000-0000-0000-0000-000000000010,https://www.daiso-sangyo.co.jp/,外国人にも人気の日本製小物が多い。,Many Japanese-made accessories popular with foreigners.,1
00000000-0000-0000-0000-000000000079,OFT Shibuya,ロフト 渋谷店,"Stylish store with stationery, home decor, health and beauty goods.",おしゃれ文具・雑貨・コスメが揃う、流行感度の高いショップ。,渋谷,渋谷区,00000000-0000-0000-0000-000000000010,https://www.loft.co.jp/,季節ごとに特設コーナーあり,Special corners for each season,2
00000000-0000-0000-0000-000000000080,LAZA Ginza,プラザ 銀座店,Trendy cosmetics and lifestyle store for young women.,若い女性に人気のトレンド雑貨やコスメが並ぶセレクトショップ。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://www.plazastyle.com/,キャンメイクなど日本ブランドも豊富,Rich selection of Japanese brands like Canmake,2
00000000-0000-0000-0000-000000000081,okémon Center Mega Tokyo,ポケモンセンターメガトウキョー,Large Pokémon merchandise store with exclusive items.,ポケモン公式グッズが揃う大型ショップ。ゲーム体験スペースもあり。,池袋,豊島区,00000000-0000-0000-0000-000000000010,https://www.pokemon.co.jp/gp/pokecen/megatokyo/,カフェや他キャラショップと併設,Combined with cafe and other character shops,2
00000000-0000-0000-0000-000000000082,anrio World Ginza,サンリオワールド銀座,Sanrio flagship store featuring Hello Kitty and friends.,ハローキティなどサンリオキャラの総本山的ショップ。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://www.sanrio.co.jp/shop/sh6800100/,外国人観光客の写真スポットにも,Also a photo spot for foreign tourists,2
00000000-0000-0000-0000-000000000083,atsumoto Kiyoshi Shinjuku,マツモトキヨシ 新宿東口店,Drugstore known for wide cosmetic and skincare selection.,化粧品・スキンケア品が豊富なドラッグストア。免税も対応。,新宿,新宿区,00000000-0000-0000-0000-000000000010,https://www.matsukiyo.co.jp/,人気商品に外国語表記あり,Popular products have foreign language labels,2
00000000-0000-0000-0000-000000000084,setan Shinjuku,伊勢丹 新宿店,Premium department store known for fashion and gourmet.,高級ブランドから和菓子まで揃う老舗百貨店。グルメフロアが特に人気。,新宿,新宿区,00000000-0000-0000-0000-000000000010,https://www.isetan.mistore.jp/shinjuku.html,地下のデパ地下フードはお土産にも◎,Basement food floor great for souvenirs too,3
00000000-0000-0000-0000-000000000085,okyu Hands Shibuya,東急ハンズ 渋谷店,Large DIY and lifestyle goods store with unique Japanese items.,手芸・文房具・コスメまで独自の品揃えが魅力。,渋谷,渋谷区,00000000-0000-0000-0000-000000000010,https://hands.net/,一部フロアがリニューアル中（時期に注意）,Some floors under renovation (check timing),2
00000000-0000-0000-0000-000000000086,EAMS JAPAN Shinjuku,ビームス ジャパン 新宿本店,"Select shop focused on Japanese craftsmanship, culture, fashion and art.",日本の職人技・デザイン・食・文化を発信するコンセプトストア。,新宿,新宿区,00000000-0000-0000-0000-000000000010,https://www.beams.co.jp/shop/j/,地下から上層階までカテゴリ別に構成。観光にも◎,Organized by category from basement to upper floors. Great for sightseeing too,3
00000000-0000-0000-0000-000000000087,okyu Plaza Ginza KIRIKO LOUNGE,東急プラザ銀座「キリコラウンジ」,Beautiful rooftop and floor featuring Japanese brands and crafts.,和風で洗練された雑貨・カフェが集結。銀座らしい空間。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://ginza.tokyu-plaza.com/,ラウンジスペースでのんびりも可,Can relax in the lounge space too,2
00000000-0000-0000-0000-000000000088,apan Traditional Crafts Aoyama,日本の伝統工芸 青山スクエア,Official shop featuring traditional crafts from all over Japan.,全国の伝統工芸品を展示・販売する公的ギャラリーショップ。,青山一丁目,港区,00000000-0000-0000-0000-000000000010,https://kougeihin.jp/e/,子連れ向きではないが、ギフト探しにおすすめ,Not suitable for families with children but recommended for gift shopping,2
00000000-0000-0000-0000-000000000089,akamura Tokichi Ginza Store,中村藤吉本店 銀座店,Famous Uji tea shop with elegant matcha sweets and tea tools.,宇治の老舗茶舗による和モダンカフェと茶道具・菓子販売。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://tokichi.jp/,カフェ利用にも◎,Great for cafe use too,2
00000000-0000-0000-0000-000000000090,atsuya Ginza Design Collection,松屋銀座 デザインコレクション,Section within Matsuya Ginza showcasing Japanese modern design.,国内外のデザイナーによる日本発プロダクトが充実。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://www.matsuya.com/ginza/,大人向け。文房具や食器好きにはたまらない場所,For adults. A must-visit place for stationery and tableware lovers,2
00000000-0000-0000-0000-000000000091,ritsugu Tsukiji,築地有次,Legendary knife shop with hand-forged Japanese kitchen tools.,職人が打つ日本包丁の老舗。料理好きへのお土産に最適。,築地,中央区,00000000-0000-0000-0000-000000000010,http://www.aritsugu.jp/,試し切りや職人との会話が可能（英語OKスタッフもいる場合あり）,Test cutting and conversation with craftsmen possible (some staff may speak English),2
00000000-0000-0000-0000-000000000092,47 MUSEUM / d47 design travel store,d47 ミュージアム／トラベルストア,A museum and store showcasing crafts and culture from all 47 prefectures.,47都道府県の「らしさ」をデザインと共に紹介するミュージアム＆物販。,渋谷（ヒカリエ8F）,渋谷区,00000000-0000-0000-0000-000000000010,https://www.d-department.com/museum,同フロアにカフェ・書店併設、雨の日にも◎,"Cafe and bookstore on the same floor, great for rainy days too",2
00000000-0000-0000-0000-000000000093,apan Local Souvenir Museum,日本各地のおみやげミュージアム風ショップ,"Discover snacks, crafts, and goods from Japan's regions in one place.",銀座エリアに全国のアンテナショップが集まっている。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://www.ginza-antenna.com/,地方別にめぐるだけでも楽しい,Fun to explore by region,2
00000000-0000-0000-0000-000000000094,akimori,カキモリ,"Customizable notebooks and inks in a stylish, handmade-oriented store.",自分だけのノートやインクを作れる文具専門店。,蔵前,台東区,00000000-0000-0000-0000-000000000010,https://www.kakimori.com/,予約制体験あり。英語対応OK,Reservation-based experience available. English support OK,2
00000000-0000-0000-0000-000000000095,toya Ginza,銀座・伊東屋,Flagship stationery store with design-focused Japanese and global items.,デザイン重視の文具セレクト。和紙や手紙用品も豊富。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://www.ito-ya.co.jp/,12階のカフェ、1階のお土産向けも魅力,12th floor cafe and 1st floor souvenir section are also appealing,2
00000000-0000-0000-0000-000000000096,zu Washi,小津和紙,Historic washi shop with traditional paper and calligraphy goods.,江戸時代創業の老舗和紙店。ワークショップもあり。,日本橋,中央区,00000000-0000-0000-0000-000000000010,https://www.ozuwashi.net/,和の美しさを感じる空間、観光ついでに立ち寄りやすい,"Space where you can feel Japanese beauty, easy to stop by while sightseeing",2
00000000-0000-0000-0000-000000000097,raveler's Factory,トラベラーズファクトリー,Iconic notebooks and travel-themed stationery with a vintage feel.,海外にもファンの多い旅系文具。限定品もあり。,中目黒,目黒区,00000000-0000-0000-0000-000000000010,https://www.travelers-company.com/,飛行機チケット風ノートやスタンプが人気,Airplane ticket-style notebooks and stamps are popular,2
00000000-0000-0000-0000-000000000098,EGO Harajuku Flagship,WEGO 原宿本店,"Trendy fashion brand known for colorful, nostalgic, and affordable items for Gen Z.",Y2K系・韓国風・個性派アイテム満載の原宿系ブランド。Z世代に人気。,原宿,渋谷区,00000000-0000-0000-0000-000000000010,https://www.wego.jp/,学生〜若年層向け。プチプラでバラマキ土産にも◎,For students and young people. Great for affordable souvenir shopping,2
00000000-0000-0000-0000-000000000099,HIBUYA 109,渋谷109,Iconic fashion building packed with trendsetting brands and pop-up events.,ガールズカルチャーの聖地。多くの若者向けブランドが出店。,渋谷,渋谷区,00000000-0000-0000-0000-000000000010,https://www.shibuya109.jp/,イベントやコラボカフェも頻繁に開催,Events and collaboration cafes are frequently held,2
00000000-0000-0000-0000-000000000100,tmos Tokyo,アトモス 東京,Popular sneaker boutique offering limited-edition collaborations.,日本発ストリート系スニーカーショップ。海外限定コラボも多く扱う。,原宿,渋谷区,00000000-0000-0000-0000-000000000010,https://www.atmos-tokyo.com/,行列・抽選販売あり。コレクター向け,Lines and lottery sales available. For collectors,2
00000000-0000-0000-0000-000000000101,APE STORE Harajuku,ベイプストア 原宿,Japan's iconic streetwear brand known for camouflage and bold graphics.,カモ柄・エイプモチーフが特徴の日本発ストリートブランド。,原宿,渋谷区,00000000-0000-0000-0000-000000000010,https://bape.com/,人気ブランドのため一部商品は即完売,Popular brand so some items sell out immediately,3
00000000-0000-0000-0000-000000000102,TUDIOUS Tokyo,ステュディオス東京,Curated Japanese fashion brands with minimalist and urban styles.,日本発のモード系ブランドを扱うセレクトショップ。,表参道,渋谷区,00000000-0000-0000-0000-000000000010,https://studious.co.jp/,海外バイヤーや感度の高い観光客に人気,Popular with overseas buyers and fashion-conscious tourists,3
00000000-0000-0000-0000-000000000103,G TOKYO,2Gトーキョー,"Concept space blending fashion, art, and sneakers.",現代アート・スニーカー・アパレルが融合する体験型ショップ。,渋谷（渋谷パルコ内）,渋谷区,00000000-0000-0000-0000-000000000010,https://2gtokyo.com/,アート好きの10〜30代に人気,Popular with art lovers aged 10-30,2
00000000-0000-0000-0000-000000000104,OU・SOU Kyoto TOKYO,ソウソウ 京都東京店,"Bold, colorful Japanese patterns reimagined as modern streetwear and footwear.",日本の伝統模様・足袋を現代風に展開。海外からの人気も高い。,新宿,新宿区,00000000-0000-0000-0000-000000000010,https://www.sousou.co.jp/,ファッション＋文化体験の両面でおすすめ,Recommended for both fashion and cultural experience,2
00000000-0000-0000-0000-000000000105,OODS Shibuya,フッズ 渋谷,"Official store for NEIGHBORHOOD and WTAPS, core Japanese streetwear brands.",ハード系ストリートファンに人気の2ブランドを扱う公式ショップ。,渋谷,渋谷区,00000000-0000-0000-0000-000000000010,https://www.neighborhood.jp/,商品単価は高め。男性中心のファンが多い,Items are expensive. Mostly male fans,3
00000000-0000-0000-0000-000000000106,OVER STREET MARKET Ginza,ドーバーストリートマーケット銀座,Conceptual multi-brand fashion store including COMME des GARÇONS and BAPE collaborations.,コムデギャルソン系を中心としたコンセプトファッション複合店。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://ginza.doverstreetmarket.com/,アート好きにも◎。美術館のような空間体験,Great for art lovers too. Museum-like space experience,3
00000000-0000-0000-0000-000000000107,NDERCOVER Aoyama,アンダーカバー 青山店,"Avant-garde brand mixing punk, art, and fashion.",モード×アートな世界観で海外のバイヤーにも人気。,青山,港区,00000000-0000-0000-0000-000000000010,https://store.undercoverism.com/,ファッション感度の高い大人向け。,For fashion-conscious adults.,3
00000000-0000-0000-0000-000000000108,ACAI Aoyama,サカイ 青山本店,A globally recognized Japanese brand combining sport and luxury in hybrid designs.,ナイキとのコラボで爆発的ヒットした東京発ブランド。,青山,港区,00000000-0000-0000-0000-000000000010,https://www.sacai.jp/,商品価格は高め。展示空間も洗練されている,Items are expensive. Display space is also sophisticated,3
00000000-0000-0000-0000-000000000109,ISVIM F.I.L. Tokyo,ヴィズヴィム FIL 東京,Ultra-premium brand blending native motifs and vintage Americana with Japanese craft.,民族柄やビンテージ感の強いクラフト系ストリート。価格帯はかなり高い。,中目黒,目黒区,00000000-0000-0000-0000-000000000010,https://www.visvim.tv/,玄人・コレクター層に圧倒的支持,Overwhelming support from connoisseurs and collectors,3
00000000-0000-0000-0000-000000000110,OMME des GARÇONS Aoyama,コム デ ギャルソン 青山本店,"Avant-garde, genderless fashion icon designed by Rei Kawakubo.",世界的デザイナー川久保玲による前衛的ブランド。,青山,港区,00000000-0000-0000-0000-000000000010,https://www.comme-des-garcons.com/,カルト的ファンが多く、美術館のような世界観,"Many cult fans, museum-like world view",3
00000000-0000-0000-0000-000000000111,INS Shibuya,JINS 渋谷店,"Fast, stylish, and affordable glasses with on-site eye exams.",おしゃれで安価な即日メガネ。視力検査も無料。,渋谷,渋谷区,00000000-0000-0000-0000-000000000010,https://www.jins.com/,30〜60分仕上げ／英語接客あり,30-60 minutes completion / English service available,1
00000000-0000-0000-0000-000000000112,off Harajuku,Zoff 原宿店,Trendy frames and pop-culture collabs. No prescription required.,トレンド系フレーム多数。ポケモン等の限定コラボも人気。,原宿,渋谷区,00000000-0000-0000-0000-000000000010,https://www.zoff.co.jp/,原宿散策ついでに立ち寄れる／免税対応,Easy to stop by while strolling Harajuku / Tax-free service,1
00000000-0000-0000-0000-000000000113,WNDAYS Shinjuku,OWNDAYS 新宿店,Great for tourists: English-speaking staff and tax-free purchases.,海外展開多数。英語対応◎、20分仕上げも可能。,新宿,新宿区,00000000-0000-0000-0000-000000000010,https://www.owndays.com/,海外発送も可能。観光客に一番人気,Overseas shipping available. Most popular with tourists,1
00000000-0000-0000-0000-000000000114,egane Ichiba Ginza,眼鏡市場 銀座本店,High-quality service with a more classic lineup.,落ち着いたデザイン・品質志向の人向け。地方展開もあり。,銀座,中央区,00000000-0000-0000-0000-000000000010,https://www.meganeichiba.jp/,英語対応は限られるが、信頼性高,Limited English support but highly reliable,2
00000000-0000-0000-0000-000000000115,INS TOKYO MIDTOWN,JINS 東京ミッドタウン店,Stylish location with eye wellness experience zones.,デザイン性・体験性が高い店舗。リラックス空間もあり。,六本木・赤坂,港区,00000000-0000-0000-0000-000000000010,https://www.jins.com/jp/shop/tokyo-midtown/,周辺はおしゃれなカフェや公園も多く観光向き,"Surrounding area has many stylish cafes and parks, good for sightseeing",2
00000000-0000-0000-0000-000000000116,eno Zoo,上野動物園,Japan's oldest zoo with pandas and over 400 species.,日本最古の動物園。パンダをはじめ、400種以上の動物が見られる。,上野,台東区,00000000-0000-0000-0000-000000000005,https://www.tokyo-zoo.net/zoo/ueno/,広い園内。ベビーカーOK、授乳室・休憩所あり。,"Large grounds. Strollers OK, nursing room and rest areas available.",4
00000000-0000-0000-0000-000000000117,umida Aquarium,すみだ水族館,"Indoor modern aquarium with jellyfish, penguins, and Tokyo Skytree view.",スカイツリー直結のおしゃれな水族館。クラゲ展示が人気。,押上,墨田区,00000000-0000-0000-0000-000000000005,https://www.sumida-aquarium.com/,駅直結でアクセス抜群。雨の日にもおすすめ。,Direct station access. Also recommended for rainy days.,3
00000000-0000-0000-0000-000000000118,qua Park Shinagawa,アクアパーク品川,High-tech aquarium with dolphin shows and light effects.,光と音の演出が特徴の水族館。イルカショーも楽しめる。,品川,品川区,00000000-0000-0000-0000-000000000005,https://www.aqua-park.jp/aqua/,駅から近くてコンパクト。ベビーカーでも回りやすい。,Close to station and compact. Easy to navigate with strollers.,3
00000000-0000-0000-0000-000000000119,okyo Disneyland,東京ディズニーランド,Disney's magical world with rides and parades for all ages.,パレードや小さな子でも楽しめるアトラクションが充実。,千葉・舞浜,千葉県,00000000-0000-0000-0000-000000000005,https://www.tokyodisneyresort.jp/,ベビーセンター・ベビーカー貸出あり。混雑日は早めの行動を。,Baby center and stroller rental available. Take early action on crowded days.,8
00000000-0000-0000-0000-000000000120,anrio Puroland,サンリオピューロランド,Indoor theme park with Hello Kitty and Sanrio friends.,サンリオキャラと会える屋内パーク。幼児～小学生に人気。,多摩,多摩市,00000000-0000-0000-0000-000000000005,https://www.puroland.jp/,雨の日も快適。キャラと写真が撮れるグリーティングが充実。,Comfortable even on rainy days. Plenty of character greetings for photos.,6
00000000-0000-0000-0000-000000000121,SOBono!,アソボ〜ノ！,Large indoor play space for children with zones by age.,赤ちゃんから小学生まで楽しめる大型屋内遊び場。,水道橋,文京区,00000000-0000-0000-0000-000000000005,https://www.tokyo-dome.co.jp/asobono/,東京ドームシティ内。雨の日も安心。,Inside Tokyo Dome City. Safe even on rainy days.,3
00000000-0000-0000-0000-000000000122,idZania Tokyo,キッザニア東京,Role-playing city where kids can experience 100+ real-world jobs.,子どもが本格的な職業体験ができる大人気施設。,豊洲,江東区,00000000-0000-0000-0000-000000000005,https://www.kidzania.jp/tokyo/en/,英語プログラム「English Wednesday」あり。,English program 'English Wednesday' available.,6
00000000-0000-0000-0000-000000000123,ational Museum of Nature and Science,国立科学博物館,Extensive science and nature exhibits including dinosaur fossils.,恐竜骨格など子どもが楽しめる展示が豊富な博物館。,上野,台東区,00000000-0000-0000-0000-000000000005,https://www.kahaku.go.jp/,常設展は中学生以下無料。,Permanent exhibitions free for junior high school students and below.,3
00000000-0000-0000-0000-000000000124,iverCity Gundam Plaza,ダイバーシティ ガンダムプラザ,Life-sized Gundam statue with light shows and shop.,実物大ガンダム像が人気。光の演出や関連ショップあり。,お台場,港区,00000000-0000-0000-0000-000000000005,https://www.unicorn-gundam-statue.jp/,夜のライトアップも必見。,Night illumination is also a must-see.,2
00000000-0000-0000-0000-000000000125,daiba Seaside Park,お台場海浜公園,Urban beach park with views of Rainbow Bridge.,砂浜や海辺で遊べる都会のリゾート公園。,お台場,港区,00000000-0000-0000-0000-000000000005,https://www.tptc.co.jp/park/01_02,晴れの日のピクニックや砂遊びに最適。,Perfect for picnics and sand play on sunny days.,2
00000000-0000-0000-0000-000000000126,sakusa Water Bus,浅草 水上バス,Sightseeing water bus connecting Asakusa and Odaiba.,浅草からお台場へ。水上から東京観光が楽しめるクルーズ体験。,浅草〜お台場,台東区,00000000-0000-0000-0000-000000000005,https://www.suijobus.co.jp/,デザイン船「ヒミコ」も子どもに人気。,Design ship 'Himiko' is also popular with children.,1
00000000-0000-0000-0000-000000000127,okémon Café,ポケモンカフェ,Reservations-only café with cute Pokémon-themed dishes.,ピカチュウのカレーやラテアートなど、写真映えメニュー多数。,日本橋,中央区,00000000-0000-0000-0000-000000000005,https://www.pokemoncenter-online.com/cafe/,完全予約制。隣接するポケモンセンターもセットで楽しめる。,Reservation only. Can also enjoy the adjacent Pokemon Center together.,2
00000000-0000-0000-0000-000000000128,oomin House Café,ムーミンハウスカフェ,Café where Moomin plushies join you at the table.,ムーミンと一緒に食事が楽しめる癒し系カフェ。,水道橋,文京区,00000000-0000-0000-0000-000000000005,https://benelic.com/moomin_cafe/,東京ドームシティ内。空いてる午前がおすすめ。,Inside Tokyo Dome City. Less crowded mornings recommended.,2
00000000-0000-0000-0000-000000000129,iffy Café,ミッフィーカフェ,Cute Miffy-themed café with seasonal menus and photo ops.,ミッフィーの世界観を楽しめる期間限定カフェ。,銀座,中央区,00000000-0000-0000-0000-000000000005,https://miffycafe.tokyo/,開催時期に注意。事前予約推奨。,Check event period. Advance reservations recommended.,2
00000000-0000-0000-0000-000000000130,anrio Café,サンリオカフェ,A café offering Sanrio-themed food and drinks for fans of Hello Kitty and friends.,ハローキティやポムポムプリンなどのキャラメニューが楽しめる。,池袋,豊島区,00000000-0000-0000-0000-000000000005,https://www.sanrio.co.jp/news/mx-sanriocafe-ikebukuro-20201022/,テイクアウトも充実。,Takeout also available.,2
00000000-0000-0000-0000-000000000131,umikko Gurashi Café,すみっコぐらしカフェ,A themed café based on the popular Japanese character Sumikko Gurashi.,すみっコぐらしの世界を再現したメニューやグッズが魅力。,渋谷,渋谷区,00000000-0000-0000-0000-000000000005,https://sumikkogurashi-cafe.jp/,期間限定での開催が多い。要チェック。,Often held for limited periods. Check schedule.,2
00000000-0000-0000-0000-000000000132,EANUTS Café,スヌーピーカフェ（PEANUTS Café）,Snoopy-themed café with stylish interior and relaxed vibe.,スヌーピーの世界観を大人も楽しめるおしゃれカフェ。,中目黒,目黒区,00000000-0000-0000-0000-000000000005,https://www.peanutscafe.jp/,ベビーカーもOK。フォトスポット多数。,Strollers OK. Many photo spots.,2
00000000-0000-0000-0000-000000000133,ornelund Kid-O-Kid Toyosu,ボーネルンドあそびのせかい ららぽーと豊洲店,Safe indoor playground for toddlers with high-quality equipment.,年齢別にゾーンが分かれており、赤ちゃん〜小学生まで安心して遊べる。,豊洲,江東区,00000000-0000-0000-0000-000000000005,https://www.bornelund.co.jp/asobi/toyosu/,授乳室・おむつ替えスペース完備。ショッピングモール内。,Nursing room and diaper changing space available. Inside shopping mall.,3
00000000-0000-0000-0000-000000000134,ddy's Ice Cream,エディーズアイスクリーム,Colorful and photogenic ice cream popular on social media.,カラフルで可愛いアイスがSNS映え抜群。,原宿,渋谷区,00000000-0000-0000-0000-000000000005,https://www.instagram.com/eddysicecream/,子連れで気軽に立ち寄れるスイーツスポット。,Easy to stop by with children for sweets.,1
00000000-0000-0000-0000-000000000135,oyama Flower Market Tea House,青山フラワーマーケット ティーハウス,Floral-themed café surrounded by seasonal greenery and flowers.,花と緑に囲まれた癒しのカフェ。大人も子どももリラックスできる空間。,表参道,港区,00000000-0000-0000-0000-000000000005,https://www.afm-teahouse.com/,ベビーカー入店可能。昼前が空いていておすすめ。,Strollers allowed. Less crowded before noon recommended.,2
00000000-0000-0000-0000-000000000136,afé Ron Ron,カフェロンロン,All-you-can-eat revolving sweets café in Harajuku.,回転寿司スタイルでスイーツが回る夢のカフェ。時間制食べ放題。,原宿,渋谷区,00000000-0000-0000-0000-000000000005,https://tabelog.com/tokyo/A1306/A130601/13222871/,小学生〜女子人気。午後は混雑気味。,Popular with elementary school girls. Crowded in the afternoon.,2
00000000-0000-0000-0000-000000000137,hirohige's Cream Puff Factory,白髭のシュークリーム工房,Studio Ghibli-themed cream puffs shaped like Totoro.,トトロの形をしたシュークリームが名物の人気店。,世田谷,世田谷区,00000000-0000-0000-0000-000000000005,https://www.shiro-hige.com/,予約・テイクアウト推奨。早めの時間が◎。,Reservations and takeout recommended. Early time slots are best.,1
